Situación profesional;Población;Tipo de dato;Ramas de actividad;Niveles y Tasas;Periodo;Total
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Dato base;2000T1;112,2
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Dato base;1999T4;104,1
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Dato base;1999T3;94,8
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Dato base;1999T2;89,7
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Dato base;1999T1;85,4
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Dato base;1998T4;83,6
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Dato base;1998T3;84,9
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Dato base;1998T2;74,8
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Dato base;1998T1;71,9
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Dato base;1997T4;68,2
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Dato base;1997T3;64,4
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Dato base;1997T2;58
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Dato base;1997T1;55,4
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Dato base;1996T4;53
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Dato base;1996T3;50,4
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Dato base;1996T2;48,8
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Dato base;1996T1;47
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Dato base;1995T4;44,8
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Dato base;1995T3;44,3
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Dato base;1995T2;44,3
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Dato base;1995T1;42,2
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Variación trimestral;2025T3;1,3543
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Variación trimestral;2025T2;1,1477
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Variación trimestral;2025T1;0,2971
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Variación trimestral;2024T4;7,505
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Variación trimestral;2024T3;2,6639
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Variación trimestral;2024T2;-0,5705
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Variación trimestral;2024T1;-1,6827
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Variación trimestral;2023T4;-5,2032
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Variación trimestral;2023T3;-1,3118
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Variación trimestral;2023T2;2,8131
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Variación trimestral;2023T1;-0,4221
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Variación trimestral;2022T4;3,7008
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Variación trimestral;2022T3;1,8646
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Variación trimestral;2022T2;1,858
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Variación trimestral;2022T1;2,0219
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Variación trimestral;2021T4;1,3231
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Variación trimestral;2021T3;5,0673
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Variación trimestral;2021T2;-4,7416
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Variación trimestral;2021T1;2,3164
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Variación trimestral;2020T4;0,3949
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Variación trimestral;2020T3;22,5928
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Variación trimestral;2020T2;-15,4231
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Variación trimestral;2020T1;-0,498
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Variación trimestral;2019T4;-2,8584
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Variación trimestral;2019T3;-4,3332
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Variación trimestral;2019T2;0,3801
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Variación trimestral;2019T1;4,0422
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Variación trimestral;2018T4;1,9257
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Variación trimestral;2018T3;1,5462
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Variación trimestral;2018T2;4,5152
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Variación trimestral;2018T1;1,2025
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Variación trimestral;2017T4;1,5633
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Variación trimestral;2017T3;0,3431
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Variación trimestral;2017T2;2,1021
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Variación trimestral;2017T1;1,8349
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Variación trimestral;2016T4;1,0819
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Variación trimestral;2016T3;4,5234
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Variación trimestral;2016T2;0,0539
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Variación trimestral;2016T1;0,1079
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Variación trimestral;2015T4;1,7005
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Variación trimestral;2015T3;1,1093
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Variación trimestral;2015T2;0,6138
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Variación trimestral;2015T1;4,2467
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Variación trimestral;2014T4;-0,3478
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Variación trimestral;2014T3;-0,4616
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Variación trimestral;2014T2;3,4627
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Variación trimestral;2014T1;2,9502
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Variación trimestral;2013T4;-0,4284
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Variación trimestral;2013T3;4,2092
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Variación trimestral;2013T2;-0,9476
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Variación trimestral;2013T1;-3,1212
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Variación trimestral;2012T4;-0,9096
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Variación trimestral;2012T3;-6,6251
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Variación trimestral;2012T2;0,6268
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Variación trimestral;2012T1;-0,0569
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Variación trimestral;2011T4;2,9912
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Variación trimestral;2011T3;-4,2673
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Variación trimestral;2011T2;-0,0561
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Variación trimestral;2011T1;-3,467
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Variación trimestral;2010T4;-2,2763
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Variación trimestral;2010T3;2,3848
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Variación trimestral;2010T2;-0,1623
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Variación trimestral;2010T1;-1,0707
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Variación trimestral;2009T4;-2,0964
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Variación trimestral;2009T3;-1,0373
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Variación trimestral;2009T2;-5,8594
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Variación trimestral;2009T1;-5,4042
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Variación trimestral;2008T4;0
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Variación trimestral;2008T3;-4,1611
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Variación trimestral;2008T2;-0,1768
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Variación trimestral;2008T1;9,9077
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Variación trimestral;2007T4;-2,9689
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Variación trimestral;2007T3;1,2888
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Variación trimestral;2007T2;-1,9195
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Variación trimestral;2007T1;2,8406
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Variación trimestral;2006T4;-0,622
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Variación trimestral;2006T3;3,363
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Variación trimestral;2006T2;4,7126
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Variación trimestral;2006T1;2,2234
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Variación trimestral;2005T4;7,4516
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Variación trimestral;2005T3;1,6773
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Variación trimestral;2005T2;2,6722
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Variación trimestral;2005T1;2,8083
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Variación trimestral;2004T4;0,1222
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Variación trimestral;2004T3;3,1526
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Variación trimestral;2004T2;0,3797
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Variación trimestral;2004T1;0,0633
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Variación trimestral;2003T4;5,5481
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Variación trimestral;2003T3;1,0128
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Variación trimestral;2003T2;1,717
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Variación trimestral;2003T1;5,5838
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Variación trimestral;2002T4;-0,7199
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Variación trimestral;2002T3;2,4336
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Variación trimestral;2002T2;3,6697
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Variación trimestral;2002T1;1,1601
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Variación trimestral;2001T4;2,0521
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Variación trimestral;2001T3;-1,0156
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Variación trimestral;2001T2;-0,9288
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Variación trimestral;2001T1;1,9732
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Variación trimestral;2000T4;-0,4713
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Variación trimestral;2000T3;5,5556
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Variación trimestral;2000T2;7,4866
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Variación trimestral;2000T1;7,781
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Variación trimestral;1999T4;9,8101
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Variación trimestral;1999T3;5,6856
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Variación trimestral;1999T2;5,0351
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Variación trimestral;1999T1;2,1531
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Variación trimestral;1998T4;-1,5312
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Variación trimestral;1998T3;13,5027
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Variación trimestral;1998T2;4,0334
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Variación trimestral;1998T1;5,4252
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Variación trimestral;1997T4;5,9006
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Variación trimestral;1997T3;11,0345
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Variación trimestral;1997T2;4,6931
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Variación trimestral;1997T1;4,5283
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Variación trimestral;1996T4;5,1587
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Variación trimestral;1996T3;3,2787
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Variación trimestral;1996T2;3,8298
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Variación trimestral;1996T1;4,9107
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Variación trimestral;1995T4;1,1287
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Variación trimestral;1995T3;0
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Variación trimestral;1995T2;4,9763
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Variación trimestral;1995T1;""
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Variación anual;2025T3;10,5389
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Variación anual;2025T2;11,9672
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Variación anual;2025T1;10,0652
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Variación anual;2024T4;7,8926
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Variación anual;2024T3;-4,8614
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Variación anual;2024T2;-8,5457
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Variación anual;2024T1;-5,4335
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Variación anual;2023T4;-4,221
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Variación anual;2023T3;4,7752
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Variación anual;2023T2;8,1475
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Variación anual;2023T1;7,1429
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Variación anual;2022T4;9,7725
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Variación anual;2022T3;7,2557
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Variación anual;2022T2;10,6278
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Variación anual;2022T1;3,4601
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Variación anual;2021T4;3,7587
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Variación anual;2021T3;2,8082
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Variación anual;2021T2;19,957
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Variación anual;2021T1;6,5059
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Variación anual;2020T4;3,5763
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Variación anual;2020T3;0,2199
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Variación anual;2020T2;-21,7922
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Variación anual;2020T1;-7,1791
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Variación anual;2019T4;-2,9438
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Variación anual;2019T3;1,8361
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Variación anual;2019T2;8,0946
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Variación anual;2019T1;12,5475
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Variación anual;2018T4;9,4757
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Variación anual;2018T3;9,0865
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Variación anual;2018T2;7,7941
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Variación anual;2018T1;5,3053
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Variación anual;2017T4;5,9633
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Variación anual;2017T3;5,4611
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Variación anual;2017T2;9,8546
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Variación anual;2017T1;7,6509
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Variación anual;2016T4;5,8252
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Variación anual;2016T3;6,4728
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Variación anual;2016T2;2,995
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Variación anual;2016T1;3,5714
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Variación anual;2015T4;7,8534
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Variación anual;2015T3;5,6812
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Variación anual;2015T2;4,0392
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Variación anual;2015T1;6,9851
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Variación anual;2014T4;5,6546
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Variación anual;2014T3;5,5692
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Variación anual;2014T2;10,523
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Variación anual;2014T1;5,8117
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Variación anual;2013T4;-0,4284
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Variación anual;2013T3;-0,9096
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Variación anual;2013T2;-11,2118
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Variación anual;2013T1;-9,8006
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Variación anual;2012T4;-6,9476
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Variación anual;2012T3;-3,2845
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Variación anual;2012T2;-0,8422
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Variación anual;2012T1;-1,5152
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Variación anual;2011T4;-4,8754
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Variación anual;2011T3;-9,7406
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Variación anual;2011T2;-3,4688
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Variación anual;2011T1;-3,5714
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Variación anual;2010T4;-1,1777
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Variación anual;2010T3;-0,9958
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Variación anual;2010T2;-4,305
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Variación anual;2010T1;-9,7656
