Situación profesional;Población;Tipo de dato;Ramas de actividad;Niveles y Tasas;Periodo;Total
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Variación anual;2009T4;-13,7182
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Variación anual;2009T3;-11,8707
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Variación anual;2009T2;-14,6525
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Variación anual;2009T1;-9,5007
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Variación anual;2008T4;5,1481
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Variación anual;2008T3;2,0264
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Variación anual;2008T2;7,8282
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Variación anual;2008T1;5,9457
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Variación anual;2007T4;-0,8666
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Variación anual;2007T3;1,5311
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Variación anual;2007T2;3,6103
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Variación anual;2007T1;10,6163
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Variación anual;2006T4;9,9524
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Variación anual;2006T3;18,8851
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Variación anual;2006T2;16,9462
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Variación anual;2006T1;14,6675
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Variación anual;2005T4;15,3236
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Variación anual;2005T3;7,4572
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Variación anual;2005T2;9,0164
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Variación anual;2005T1;6,5823
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Variación anual;2004T4;3,7365
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Variación anual;2004T3;9,3583
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Variación anual;2004T2;7,0898
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Variación anual;2004T1;8,5165
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Variación anual;2003T4;14,5033
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Variación anual;2003T3;7,7034
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Variación anual;2003T2;9,2183
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Variación anual;2003T1;11,315
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Variación anual;2002T4;6,6512
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Variación anual;2002T3;9,629
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Variación anual;2002T2;5,9375
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Variación anual;2002T1;1,2384
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Variación anual;2001T4;2,0521
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Variación anual;2001T3;-0,4713
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Variación anual;2001T2;6,136
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Variación anual;2001T1;15,1515
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Variación anual;2000T4;21,7099
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Variación anual;2000T3;34,2827
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Variación anual;2000T2;34,4482
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Variación anual;2000T1;31,3817
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Variación anual;1999T4;24,5215
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Variación anual;1999T3;11,6608
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Variación anual;1999T2;19,9198
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Variación anual;1999T1;18,7761
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Variación anual;1998T4;22,5806
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Variación anual;1998T3;31,8323
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Variación anual;1998T2;28,9655
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Variación anual;1998T1;29,7834
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Variación anual;1997T4;28,6792
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Variación anual;1997T3;27,7778
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Variación anual;1997T2;18,8525
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Variación anual;1997T1;17,8723
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Variación anual;1996T4;18,3036
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Variación anual;1996T3;13,7698
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Variación anual;1996T2;10,158
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Variación anual;1996T1;11,3744
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Variación anual;1995T4;""
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Variación anual;1995T3;""
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Variación anual;1995T2;""
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;L Actividades inmobiliarias;Variación anual;1995T1;""
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;M-N Actividades profesionales, científicas y técnicas y otras ;Dato base;2025T3;3.160,6
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;M-N Actividades profesionales, científicas y técnicas y otras ;Dato base;2025T2;3.099,1
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;M-N Actividades profesionales, científicas y técnicas y otras ;Dato base;2025T1;3.065,6
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;M-N Actividades profesionales, científicas y técnicas y otras ;Dato base;2024T4;3.002,3
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;M-N Actividades profesionales, científicas y técnicas y otras ;Dato base;2024T3;2.994,7
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;M-N Actividades profesionales, científicas y técnicas y otras ;Dato base;2024T2;2.948
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;M-N Actividades profesionales, científicas y técnicas y otras ;Dato base;2024T1;2.955,4
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;M-N Actividades profesionales, científicas y técnicas y otras ;Dato base;2023T4;2.953,1
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;M-N Actividades profesionales, científicas y técnicas y otras ;Dato base;2023T3;2.888,3
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;M-N Actividades profesionales, científicas y técnicas y otras ;Dato base;2023T2;2.887,9
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;M-N Actividades profesionales, científicas y técnicas y otras ;Dato base;2023T1;2.819,5
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;M-N Actividades profesionales, científicas y técnicas y otras ;Dato base;2022T4;2.790,5
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;M-N Actividades profesionales, científicas y técnicas y otras ;Dato base;2022T3;2.823,8
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;M-N Actividades profesionales, científicas y técnicas y otras ;Dato base;2022T2;2.797,5
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;M-N Actividades profesionales, científicas y técnicas y otras ;Dato base;2022T1;2.860,2
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;M-N Actividades profesionales, científicas y técnicas y otras ;Dato base;2021T4;2.757,7
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;M-N Actividades profesionales, científicas y técnicas y otras ;Dato base;2021T3;2.743
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;M-N Actividades profesionales, científicas y técnicas y otras ;Dato base;2021T2;2.609,8
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;M-N Actividades profesionales, científicas y técnicas y otras ;Dato base;2021T1;2.620,3
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;M-N Actividades profesionales, científicas y técnicas y otras ;Dato base;2020T4;2.556,8
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;M-N Actividades profesionales, científicas y técnicas y otras ;Dato base;2020T3;2.485,4
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;M-N Actividades profesionales, científicas y técnicas y otras ;Dato base;2020T2;2.268,3
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;M-N Actividades profesionales, científicas y técnicas y otras ;Dato base;2020T1;2.630,7
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;M-N Actividades profesionales, científicas y técnicas y otras ;Dato base;2019T4;2.685,7
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;M-N Actividades profesionales, científicas y técnicas y otras ;Dato base;2019T3;2.673,7
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;M-N Actividades profesionales, científicas y técnicas y otras ;Dato base;2019T2;2.676,7
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;M-N Actividades profesionales, científicas y técnicas y otras ;Dato base;2019T1;2.637,1
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;M-N Actividades profesionales, científicas y técnicas y otras ;Dato base;2018T4;2.595,3
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;M-N Actividades profesionales, científicas y técnicas y otras ;Dato base;2018T3;2.555,5
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;M-N Actividades profesionales, científicas y técnicas y otras ;Dato base;2018T2;2.536,4
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;M-N Actividades profesionales, científicas y técnicas y otras ;Dato base;2018T1;2.495,6
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;M-N Actividades profesionales, científicas y técnicas y otras ;Dato base;2017T4;2.507,4
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;M-N Actividades profesionales, científicas y técnicas y otras ;Dato base;2017T3;2.503,2
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;M-N Actividades profesionales, científicas y técnicas y otras ;Dato base;2017T2;2.481,1
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;M-N Actividades profesionales, científicas y técnicas y otras ;Dato base;2017T1;2.468,7
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;M-N Actividades profesionales, científicas y técnicas y otras ;Dato base;2016T4;2.417,6
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;M-N Actividades profesionales, científicas y técnicas y otras ;Dato base;2016T3;2.409,9
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;M-N Actividades profesionales, científicas y técnicas y otras ;Dato base;2016T2;2.392,9
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;M-N Actividades profesionales, científicas y técnicas y otras ;Dato base;2016T1;2.380,8
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;M-N Actividades profesionales, científicas y técnicas y otras ;Dato base;2015T4;2.372,5
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;M-N Actividades profesionales, científicas y técnicas y otras ;Dato base;2015T3;2.355,6
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;M-N Actividades profesionales, científicas y técnicas y otras ;Dato base;2015T2;2.327,8
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;M-N Actividades profesionales, científicas y técnicas y otras ;Dato base;2015T1;2.316,9
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;M-N Actividades profesionales, científicas y técnicas y otras ;Dato base;2014T4;2.291,6
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;M-N Actividades profesionales, científicas y técnicas y otras ;Dato base;2014T3;2.235,4
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;M-N Actividades profesionales, científicas y técnicas y otras ;Dato base;2014T2;2.216,8
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;M-N Actividades profesionales, científicas y técnicas y otras ;Dato base;2014T1;2.174,2
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;M-N Actividades profesionales, científicas y técnicas y otras ;Dato base;2013T4;2.149,8
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;M-N Actividades profesionales, científicas y técnicas y otras ;Dato base;2013T3;2.161
Ocupado/a;Puestos de trabajo;Datos ajustados de estacionalidad y calendario;M-N Actividades profesionales, científicas y técnicas y otras ;Dato base;2013T2;2.132
