Edad simple;Provincias;Sexo;Periodo;Total
86 años;52 Melilla;Mujeres;1 de julio de 2025;103
86 años;52 Melilla;Mujeres;1 de abril de 2025;106
87 años;Total Nacional;Total;1 de octubre de 2025;173.272
87 años;Total Nacional;Total;1 de julio de 2025;177.849
87 años;Total Nacional;Total;1 de abril de 2025;182.901
87 años;Total Nacional;Hombres;1 de octubre de 2025;64.096
87 años;Total Nacional;Hombres;1 de julio de 2025;65.685
87 años;Total Nacional;Hombres;1 de abril de 2025;67.498
87 años;Total Nacional;Mujeres;1 de octubre de 2025;109.176
87 años;Total Nacional;Mujeres;1 de julio de 2025;112.164
87 años;Total Nacional;Mujeres;1 de abril de 2025;115.403
87 años;02 Albacete;Total;1 de octubre de 2025;1.614
87 años;02 Albacete;Total;1 de julio de 2025;1.630
87 años;02 Albacete;Total;1 de abril de 2025;1.651
87 años;02 Albacete;Hombres;1 de octubre de 2025;622
87 años;02 Albacete;Hombres;1 de julio de 2025;638
87 años;02 Albacete;Hombres;1 de abril de 2025;660
87 años;02 Albacete;Mujeres;1 de octubre de 2025;992
87 años;02 Albacete;Mujeres;1 de julio de 2025;992
87 años;02 Albacete;Mujeres;1 de abril de 2025;991
87 años;03 Alicante/Alacant;Total;1 de octubre de 2025;7.102
87 años;03 Alicante/Alacant;Total;1 de julio de 2025;7.141
87 años;03 Alicante/Alacant;Total;1 de abril de 2025;7.176
87 años;03 Alicante/Alacant;Hombres;1 de octubre de 2025;2.792
87 años;03 Alicante/Alacant;Hombres;1 de julio de 2025;2.793
87 años;03 Alicante/Alacant;Hombres;1 de abril de 2025;2.786
87 años;03 Alicante/Alacant;Mujeres;1 de octubre de 2025;4.310
87 años;03 Alicante/Alacant;Mujeres;1 de julio de 2025;4.348
87 años;03 Alicante/Alacant;Mujeres;1 de abril de 2025;4.390
87 años;04 Almería;Total;1 de octubre de 2025;1.847
87 años;04 Almería;Total;1 de julio de 2025;1.899
87 años;04 Almería;Total;1 de abril de 2025;1.960
87 años;04 Almería;Hombres;1 de octubre de 2025;677
87 años;04 Almería;Hombres;1 de julio de 2025;699
87 años;04 Almería;Hombres;1 de abril de 2025;723
87 años;04 Almería;Mujeres;1 de octubre de 2025;1.170
87 años;04 Almería;Mujeres;1 de julio de 2025;1.200
87 años;04 Almería;Mujeres;1 de abril de 2025;1.237
87 años;01 Araba/Álava;Total;1 de octubre de 2025;1.313
87 años;01 Araba/Álava;Total;1 de julio de 2025;1.329
87 años;01 Araba/Álava;Total;1 de abril de 2025;1.351
87 años;01 Araba/Álava;Hombres;1 de octubre de 2025;543
87 años;01 Araba/Álava;Hombres;1 de julio de 2025;541
87 años;01 Araba/Álava;Hombres;1 de abril de 2025;538
87 años;01 Araba/Álava;Mujeres;1 de octubre de 2025;770
87 años;01 Araba/Álava;Mujeres;1 de julio de 2025;788
87 años;01 Araba/Álava;Mujeres;1 de abril de 2025;813
87 años;33 Asturias;Total;1 de octubre de 2025;4.887
87 años;33 Asturias;Total;1 de julio de 2025;5.013
87 años;33 Asturias;Total;1 de abril de 2025;5.151
87 años;33 Asturias;Hombres;1 de octubre de 2025;1.702
87 años;33 Asturias;Hombres;1 de julio de 2025;1.744
87 años;33 Asturias;Hombres;1 de abril de 2025;1.791
87 años;33 Asturias;Mujeres;1 de octubre de 2025;3.185
87 años;33 Asturias;Mujeres;1 de julio de 2025;3.269
87 años;33 Asturias;Mujeres;1 de abril de 2025;3.360
87 años;05 Ávila;Total;1 de octubre de 2025;845
87 años;05 Ávila;Total;1 de julio de 2025;858
87 años;05 Ávila;Total;1 de abril de 2025;877
87 años;05 Ávila;Hombres;1 de octubre de 2025;342
87 años;05 Ávila;Hombres;1 de julio de 2025;353
87 años;05 Ávila;Hombres;1 de abril de 2025;362
87 años;05 Ávila;Mujeres;1 de octubre de 2025;503
87 años;05 Ávila;Mujeres;1 de julio de 2025;505
87 años;05 Ávila;Mujeres;1 de abril de 2025;515
87 años;06 Badajoz;Total;1 de octubre de 2025;2.455
87 años;06 Badajoz;Total;1 de julio de 2025;2.518
87 años;06 Badajoz;Total;1 de abril de 2025;2.589
87 años;06 Badajoz;Hombres;1 de octubre de 2025;923
87 años;06 Badajoz;Hombres;1 de julio de 2025;948
87 años;06 Badajoz;Hombres;1 de abril de 2025;979
87 años;06 Badajoz;Mujeres;1 de octubre de 2025;1.532
87 años;06 Badajoz;Mujeres;1 de julio de 2025;1.570
87 años;06 Badajoz;Mujeres;1 de abril de 2025;1.610
87 años;07 Balears, Illes;Total;1 de octubre de 2025;3.219
87 años;07 Balears, Illes;Total;1 de julio de 2025;3.273
87 años;07 Balears, Illes;Total;1 de abril de 2025;3.348
87 años;07 Balears, Illes;Hombres;1 de octubre de 2025;1.198
87 años;07 Balears, Illes;Hombres;1 de julio de 2025;1.233
87 años;07 Balears, Illes;Hombres;1 de abril de 2025;1.271
87 años;07 Balears, Illes;Mujeres;1 de octubre de 2025;2.021
87 años;07 Balears, Illes;Mujeres;1 de julio de 2025;2.040
87 años;07 Balears, Illes;Mujeres;1 de abril de 2025;2.077
87 años;08 Barcelona;Total;1 de octubre de 2025;20.115
87 años;08 Barcelona;Total;1 de julio de 2025;21.047
87 años;08 Barcelona;Total;1 de abril de 2025;22.041
87 años;08 Barcelona;Hombres;1 de octubre de 2025;7.442
87 años;08 Barcelona;Hombres;1 de julio de 2025;7.753
87 años;08 Barcelona;Hombres;1 de abril de 2025;8.099
87 años;08 Barcelona;Mujeres;1 de octubre de 2025;12.673
87 años;08 Barcelona;Mujeres;1 de julio de 2025;13.294
87 años;08 Barcelona;Mujeres;1 de abril de 2025;13.942
87 años;48 Bizkaia;Total;1 de octubre de 2025;5.099
87 años;48 Bizkaia;Total;1 de julio de 2025;5.209
87 años;48 Bizkaia;Total;1 de abril de 2025;5.347
87 años;48 Bizkaia;Hombres;1 de octubre de 2025;1.788
87 años;48 Bizkaia;Hombres;1 de julio de 2025;1.827
87 años;48 Bizkaia;Hombres;1 de abril de 2025;1.881
87 años;48 Bizkaia;Mujeres;1 de octubre de 2025;3.311
87 años;48 Bizkaia;Mujeres;1 de julio de 2025;3.382
87 años;48 Bizkaia;Mujeres;1 de abril de 2025;3.466
87 años;09 Burgos;Total;1 de octubre de 2025;1.619
87 años;09 Burgos;Total;1 de julio de 2025;1.676
87 años;09 Burgos;Total;1 de abril de 2025;1.736
87 años;09 Burgos;Hombres;1 de octubre de 2025;602
87 años;09 Burgos;Hombres;1 de julio de 2025;623
87 años;09 Burgos;Hombres;1 de abril de 2025;647
87 años;09 Burgos;Mujeres;1 de octubre de 2025;1.017
87 años;09 Burgos;Mujeres;1 de julio de 2025;1.053
87 años;09 Burgos;Mujeres;1 de abril de 2025;1.089
87 años;10 Cáceres;Total;1 de octubre de 2025;1.770
87 años;10 Cáceres;Total;1 de julio de 2025;1.810
87 años;10 Cáceres;Total;1 de abril de 2025;1.866
87 años;10 Cáceres;Hombres;1 de octubre de 2025;657
87 años;10 Cáceres;Hombres;1 de julio de 2025;675
87 años;10 Cáceres;Hombres;1 de abril de 2025;699
87 años;10 Cáceres;Mujeres;1 de octubre de 2025;1.113
87 años;10 Cáceres;Mujeres;1 de julio de 2025;1.135
87 años;10 Cáceres;Mujeres;1 de abril de 2025;1.167
87 años;11 Cádiz;Total;1 de octubre de 2025;3.521
87 años;11 Cádiz;Total;1 de julio de 2025;3.535
87 años;11 Cádiz;Total;1 de abril de 2025;3.556
87 años;11 Cádiz;Hombres;1 de octubre de 2025;1.258
87 años;11 Cádiz;Hombres;1 de julio de 2025;1.262
87 años;11 Cádiz;Hombres;1 de abril de 2025;1.272
87 años;11 Cádiz;Mujeres;1 de octubre de 2025;2.263
87 años;11 Cádiz;Mujeres;1 de julio de 2025;2.273
87 años;11 Cádiz;Mujeres;1 de abril de 2025;2.284
87 años;39 Cantabria;Total;1 de octubre de 2025;2.437
87 años;39 Cantabria;Total;1 de julio de 2025;2.485
87 años;39 Cantabria;Total;1 de abril de 2025;2.545
87 años;39 Cantabria;Hombres;1 de octubre de 2025;906
87 años;39 Cantabria;Hombres;1 de julio de 2025;898
87 años;39 Cantabria;Hombres;1 de abril de 2025;899
87 años;39 Cantabria;Mujeres;1 de octubre de 2025;1.531
87 años;39 Cantabria;Mujeres;1 de julio de 2025;1.587
87 años;39 Cantabria;Mujeres;1 de abril de 2025;1.646
87 años;12 Castellón/Castelló;Total;1 de octubre de 2025;2.141
87 años;12 Castellón/Castelló;Total;1 de julio de 2025;2.229
87 años;12 Castellón/Castelló;Total;1 de abril de 2025;2.329
87 años;12 Castellón/Castelló;Hombres;1 de octubre de 2025;811
87 años;12 Castellón/Castelló;Hombres;1 de julio de 2025;844
87 años;12 Castellón/Castelló;Hombres;1 de abril de 2025;880
87 años;12 Castellón/Castelló;Mujeres;1 de octubre de 2025;1.330
87 años;12 Castellón/Castelló;Mujeres;1 de julio de 2025;1.385
87 años;12 Castellón/Castelló;Mujeres;1 de abril de 2025;1.449
87 años;13 Ciudad Real;Total;1 de octubre de 2025;2.044
87 años;13 Ciudad Real;Total;1 de julio de 2025;2.101
87 años;13 Ciudad Real;Total;1 de abril de 2025;2.169
87 años;13 Ciudad Real;Hombres;1 de octubre de 2025;729
87 años;13 Ciudad Real;Hombres;1 de julio de 2025;755
87 años;13 Ciudad Real;Hombres;1 de abril de 2025;783
87 años;13 Ciudad Real;Mujeres;1 de octubre de 2025;1.315
87 años;13 Ciudad Real;Mujeres;1 de julio de 2025;1.346
87 años;13 Ciudad Real;Mujeres;1 de abril de 2025;1.386
87 años;14 Córdoba;Total;1 de octubre de 2025;2.955
87 años;14 Córdoba;Total;1 de julio de 2025;2.994
87 años;14 Córdoba;Total;1 de abril de 2025;3.051
87 años;14 Córdoba;Hombres;1 de octubre de 2025;1.058
87 años;14 Córdoba;Hombres;1 de julio de 2025;1.091
87 años;14 Córdoba;Hombres;1 de abril de 2025;1.129
87 años;14 Córdoba;Mujeres;1 de octubre de 2025;1.897
87 años;14 Córdoba;Mujeres;1 de julio de 2025;1.903
87 años;14 Córdoba;Mujeres;1 de abril de 2025;1.922
87 años;15 Coruña, A;Total;1 de octubre de 2025;5.404
87 años;15 Coruña, A;Total;1 de julio de 2025;5.609
87 años;15 Coruña, A;Total;1 de abril de 2025;5.817
87 años;15 Coruña, A;Hombres;1 de octubre de 2025;1.994
87 años;15 Coruña, A;Hombres;1 de julio de 2025;2.059
87 años;15 Coruña, A;Hombres;1 de abril de 2025;2.128
87 años;15 Coruña, A;Mujeres;1 de octubre de 2025;3.410
87 años;15 Coruña, A;Mujeres;1 de julio de 2025;3.550
87 años;15 Coruña, A;Mujeres;1 de abril de 2025;3.689
87 años;16 Cuenca;Total;1 de octubre de 2025;1.020
87 años;16 Cuenca;Total;1 de julio de 2025;1.083
87 años;16 Cuenca;Total;1 de abril de 2025;1.148
87 años;16 Cuenca;Hombres;1 de octubre de 2025;443
87 años;16 Cuenca;Hombres;1 de julio de 2025;456
87 años;16 Cuenca;Hombres;1 de abril de 2025;468
87 años;16 Cuenca;Mujeres;1 de octubre de 2025;577
87 años;16 Cuenca;Mujeres;1 de julio de 2025;627
87 años;16 Cuenca;Mujeres;1 de abril de 2025;680
87 años;20 Gipuzkoa;Total;1 de octubre de 2025;3.034
87 años;20 Gipuzkoa;Total;1 de julio de 2025;3.127
87 años;20 Gipuzkoa;Total;1 de abril de 2025;3.225
87 años;20 Gipuzkoa;Hombres;1 de octubre de 2025;1.158
87 años;20 Gipuzkoa;Hombres;1 de julio de 2025;1.179
87 años;20 Gipuzkoa;Hombres;1 de abril de 2025;1.197
87 años;20 Gipuzkoa;Mujeres;1 de octubre de 2025;1.876
87 años;20 Gipuzkoa;Mujeres;1 de julio de 2025;1.948
87 años;20 Gipuzkoa;Mujeres;1 de abril de 2025;2.028
87 años;17 Girona;Total;1 de octubre de 2025;2.359
87 años;17 Girona;Total;1 de julio de 2025;2.511
87 años;17 Girona;Total;1 de abril de 2025;2.688
87 años;17 Girona;Hombres;1 de octubre de 2025;858
87 años;17 Girona;Hombres;1 de julio de 2025;928
87 años;17 Girona;Hombres;1 de abril de 2025;1.004
87 años;17 Girona;Mujeres;1 de octubre de 2025;1.501
87 años;17 Girona;Mujeres;1 de julio de 2025;1.583
87 años;17 Girona;Mujeres;1 de abril de 2025;1.684
87 años;18 Granada;Total;1 de octubre de 2025;3.027
87 años;18 Granada;Total;1 de julio de 2025;3.124
87 años;18 Granada;Total;1 de abril de 2025;3.213
87 años;18 Granada;Hombres;1 de octubre de 2025;1.119
87 años;18 Granada;Hombres;1 de julio de 2025;1.137
87 años;18 Granada;Hombres;1 de abril de 2025;1.152
87 años;18 Granada;Mujeres;1 de octubre de 2025;1.908
87 años;18 Granada;Mujeres;1 de julio de 2025;1.987
87 años;18 Granada;Mujeres;1 de abril de 2025;2.061
87 años;19 Guadalajara;Total;1 de octubre de 2025;799
87 años;19 Guadalajara;Total;1 de julio de 2025;844
87 años;19 Guadalajara;Total;1 de abril de 2025;892
87 años;19 Guadalajara;Hombres;1 de octubre de 2025;306
87 años;19 Guadalajara;Hombres;1 de julio de 2025;318
87 años;19 Guadalajara;Hombres;1 de abril de 2025;336
87 años;19 Guadalajara;Mujeres;1 de octubre de 2025;493
87 años;19 Guadalajara;Mujeres;1 de julio de 2025;526
87 años;19 Guadalajara;Mujeres;1 de abril de 2025;556
87 años;21 Huelva;Total;1 de octubre de 2025;1.390
87 años;21 Huelva;Total;1 de julio de 2025;1.425
87 años;21 Huelva;Total;1 de abril de 2025;1.455
87 años;21 Huelva;Hombres;1 de octubre de 2025;533
87 años;21 Huelva;Hombres;1 de julio de 2025;538
87 años;21 Huelva;Hombres;1 de abril de 2025;538
87 años;21 Huelva;Mujeres;1 de octubre de 2025;857
87 años;21 Huelva;Mujeres;1 de julio de 2025;887
87 años;21 Huelva;Mujeres;1 de abril de 2025;917
87 años;22 Huesca;Total;1 de octubre de 2025;1.012
87 años;22 Huesca;Total;1 de julio de 2025;1.071
87 años;22 Huesca;Total;1 de abril de 2025;1.128
87 años;22 Huesca;Hombres;1 de octubre de 2025;400
87 años;22 Huesca;Hombres;1 de julio de 2025;429
87 años;22 Huesca;Hombres;1 de abril de 2025;455
87 años;22 Huesca;Mujeres;1 de octubre de 2025;612
87 años;22 Huesca;Mujeres;1 de julio de 2025;642
87 años;22 Huesca;Mujeres;1 de abril de 2025;673
87 años;23 Jaén;Total;1 de octubre de 2025;2.501
87 años;23 Jaén;Total;1 de julio de 2025;2.627
87 años;23 Jaén;Total;1 de abril de 2025;2.755
87 años;23 Jaén;Hombres;1 de octubre de 2025;886
87 años;23 Jaén;Hombres;1 de julio de 2025;949
87 años;23 Jaén;Hombres;1 de abril de 2025;1.007
87 años;23 Jaén;Mujeres;1 de octubre de 2025;1.615
87 años;23 Jaén;Mujeres;1 de julio de 2025;1.678
87 años;23 Jaén;Mujeres;1 de abril de 2025;1.748
87 años;24 León;Total;1 de octubre de 2025;2.534
87 años;24 León;Total;1 de julio de 2025;2.610
87 años;24 León;Total;1 de abril de 2025;2.705
87 años;24 León;Hombres;1 de octubre de 2025;924
87 años;24 León;Hombres;1 de julio de 2025;950
87 años;24 León;Hombres;1 de abril de 2025;983
87 años;24 León;Mujeres;1 de octubre de 2025;1.610
87 años;24 León;Mujeres;1 de julio de 2025;1.660
87 años;24 León;Mujeres;1 de abril de 2025;1.722
87 años;25 Lleida;Total;1 de octubre de 2025;1.525
87 años;25 Lleida;Total;1 de julio de 2025;1.607
87 años;25 Lleida;Total;1 de abril de 2025;1.694
87 años;25 Lleida;Hombres;1 de octubre de 2025;567
87 años;25 Lleida;Hombres;1 de julio de 2025;601
87 años;25 Lleida;Hombres;1 de abril de 2025;638
87 años;25 Lleida;Mujeres;1 de octubre de 2025;958
87 años;25 Lleida;Mujeres;1 de julio de 2025;1.006
87 años;25 Lleida;Mujeres;1 de abril de 2025;1.056
87 años;27 Lugo;Total;1 de octubre de 2025;2.054
87 años;27 Lugo;Total;1 de julio de 2025;2.135
87 años;27 Lugo;Total;1 de abril de 2025;2.236
87 años;27 Lugo;Hombres;1 de octubre de 2025;795
87 años;27 Lugo;Hombres;1 de julio de 2025;818
87 años;27 Lugo;Hombres;1 de abril de 2025;849
87 años;27 Lugo;Mujeres;1 de octubre de 2025;1.259
87 años;27 Lugo;Mujeres;1 de julio de 2025;1.317
87 años;27 Lugo;Mujeres;1 de abril de 2025;1.387
87 años;28 Madrid;Total;1 de octubre de 2025;23.663
87 años;28 Madrid;Total;1 de julio de 2025;24.090
87 años;28 Madrid;Total;1 de abril de 2025;24.570
87 años;28 Madrid;Hombres;1 de octubre de 2025;8.558
87 años;28 Madrid;Hombres;1 de julio de 2025;8.673
87 años;28 Madrid;Hombres;1 de abril de 2025;8.829
87 años;28 Madrid;Mujeres;1 de octubre de 2025;15.105
87 años;28 Madrid;Mujeres;1 de julio de 2025;15.417
87 años;28 Madrid;Mujeres;1 de abril de 2025;15.741
87 años;29 Málaga;Total;1 de octubre de 2025;5.219
87 años;29 Málaga;Total;1 de julio de 2025;5.314
87 años;29 Málaga;Total;1 de abril de 2025;5.412
87 años;29 Málaga;Hombres;1 de octubre de 2025;1.986
87 años;29 Málaga;Hombres;1 de julio de 2025;2.002
87 años;29 Málaga;Hombres;1 de abril de 2025;2.032
87 años;29 Málaga;Mujeres;1 de octubre de 2025;3.233
87 años;29 Málaga;Mujeres;1 de julio de 2025;3.312
87 años;29 Málaga;Mujeres;1 de abril de 2025;3.380
87 años;30 Murcia;Total;1 de octubre de 2025;4.959
87 años;30 Murcia;Total;1 de julio de 2025;4.912
87 años;30 Murcia;Total;1 de abril de 2025;4.868
87 años;30 Murcia;Hombres;1 de octubre de 2025;1.844
87 años;30 Murcia;Hombres;1 de julio de 2025;1.835
87 años;30 Murcia;Hombres;1 de abril de 2025;1.830
87 años;30 Murcia;Mujeres;1 de octubre de 2025;3.115
87 años;30 Murcia;Mujeres;1 de julio de 2025;3.077
87 años;30 Murcia;Mujeres;1 de abril de 2025;3.038
87 años;31 Navarra;Total;1 de octubre de 2025;2.439
87 años;31 Navarra;Total;1 de julio de 2025;2.451
87 años;31 Navarra;Total;1 de abril de 2025;2.463
87 años;31 Navarra;Hombres;1 de octubre de 2025;895
87 años;31 Navarra;Hombres;1 de julio de 2025;901
87 años;31 Navarra;Hombres;1 de abril de 2025;905
87 años;31 Navarra;Mujeres;1 de octubre de 2025;1.544
87 años;31 Navarra;Mujeres;1 de julio de 2025;1.550
87 años;31 Navarra;Mujeres;1 de abril de 2025;1.558
87 años;32 Ourense;Total;1 de octubre de 2025;1.958
87 años;32 Ourense;Total;1 de julio de 2025;2.063
87 años;32 Ourense;Total;1 de abril de 2025;2.170
87 años;32 Ourense;Hombres;1 de octubre de 2025;735
87 años;32 Ourense;Hombres;1 de julio de 2025;777
87 años;32 Ourense;Hombres;1 de abril de 2025;816
87 años;32 Ourense;Mujeres;1 de octubre de 2025;1.223
87 años;32 Ourense;Mujeres;1 de julio de 2025;1.286
87 años;32 Ourense;Mujeres;1 de abril de 2025;1.354
87 años;34 Palencia;Total;1 de octubre de 2025;716
87 años;34 Palencia;Total;1 de julio de 2025;739
87 años;34 Palencia;Total;1 de abril de 2025;767
87 años;34 Palencia;Hombres;1 de octubre de 2025;262
87 años;34 Palencia;Hombres;1 de julio de 2025;266
87 años;34 Palencia;Hombres;1 de abril de 2025;276
87 años;34 Palencia;Mujeres;1 de octubre de 2025;454
87 años;34 Palencia;Mujeres;1 de julio de 2025;473
87 años;34 Palencia;Mujeres;1 de abril de 2025;491
87 años;35 Palmas, Las;Total;1 de octubre de 2025;2.717
87 años;35 Palmas, Las;Total;1 de julio de 2025;2.767
87 años;35 Palmas, Las;Total;1 de abril de 2025;2.823
87 años;35 Palmas, Las;Hombres;1 de octubre de 2025;1.043
87 años;35 Palmas, Las;Hombres;1 de julio de 2025;1.056
87 años;35 Palmas, Las;Hombres;1 de abril de 2025;1.066
87 años;35 Palmas, Las;Mujeres;1 de octubre de 2025;1.674
87 años;35 Palmas, Las;Mujeres;1 de julio de 2025;1.711
87 años;35 Palmas, Las;Mujeres;1 de abril de 2025;1.757
87 años;36 Pontevedra;Total;1 de octubre de 2025;4.070
87 años;36 Pontevedra;Total;1 de julio de 2025;4.198
87 años;36 Pontevedra;Total;1 de abril de 2025;4.344
87 años;36 Pontevedra;Hombres;1 de octubre de 2025;1.439
87 años;36 Pontevedra;Hombres;1 de julio de 2025;1.497
87 años;36 Pontevedra;Hombres;1 de abril de 2025;1.567
87 años;36 Pontevedra;Mujeres;1 de octubre de 2025;2.631
87 años;36 Pontevedra;Mujeres;1 de julio de 2025;2.701
87 años;36 Pontevedra;Mujeres;1 de abril de 2025;2.777
87 años;26 Rioja, La;Total;1 de octubre de 2025;1.179
87 años;26 Rioja, La;Total;1 de julio de 2025;1.218
87 años;26 Rioja, La;Total;1 de abril de 2025;1.273
87 años;26 Rioja, La;Hombres;1 de octubre de 2025;428
87 años;26 Rioja, La;Hombres;1 de julio de 2025;446
87 años;26 Rioja, La;Hombres;1 de abril de 2025;470
87 años;26 Rioja, La;Mujeres;1 de octubre de 2025;751
87 años;26 Rioja, La;Mujeres;1 de julio de 2025;772
87 años;26 Rioja, La;Mujeres;1 de abril de 2025;803
87 años;37 Salamanca;Total;1 de octubre de 2025;1.922
87 años;37 Salamanca;Total;1 de julio de 2025;1.971
87 años;37 Salamanca;Total;1 de abril de 2025;2.016
87 años;37 Salamanca;Hombres;1 de octubre de 2025;727
87 años;37 Salamanca;Hombres;1 de julio de 2025;750
87 años;37 Salamanca;Hombres;1 de abril de 2025;773
87 años;37 Salamanca;Mujeres;1 de octubre de 2025;1.195
87 años;37 Salamanca;Mujeres;1 de julio de 2025;1.221
87 años;37 Salamanca;Mujeres;1 de abril de 2025;1.243
87 años;38 Santa Cruz de Tenerife;Total;1 de octubre de 2025;3.095
87 años;38 Santa Cruz de Tenerife;Total;1 de julio de 2025;3.141
87 años;38 Santa Cruz de Tenerife;Total;1 de abril de 2025;3.209
87 años;38 Santa Cruz de Tenerife;Hombres;1 de octubre de 2025;1.157
87 años;38 Santa Cruz de Tenerife;Hombres;1 de julio de 2025;1.187
87 años;38 Santa Cruz de Tenerife;Hombres;1 de abril de 2025;1.220
87 años;38 Santa Cruz de Tenerife;Mujeres;1 de octubre de 2025;1.938
87 años;38 Santa Cruz de Tenerife;Mujeres;1 de julio de 2025;1.954
87 años;38 Santa Cruz de Tenerife;Mujeres;1 de abril de 2025;1.989
87 años;40 Segovia;Total;1 de octubre de 2025;705
87 años;40 Segovia;Total;1 de julio de 2025;751
87 años;40 Segovia;Total;1 de abril de 2025;792
87 años;40 Segovia;Hombres;1 de octubre de 2025;264
87 años;40 Segovia;Hombres;1 de julio de 2025;276
87 años;40 Segovia;Hombres;1 de abril de 2025;286
87 años;40 Segovia;Mujeres;1 de octubre de 2025;441
87 años;40 Segovia;Mujeres;1 de julio de 2025;475
87 años;40 Segovia;Mujeres;1 de abril de 2025;506
87 años;41 Sevilla;Total;1 de octubre de 2025;5.585
87 años;41 Sevilla;Total;1 de julio de 2025;5.543
87 años;41 Sevilla;Total;1 de abril de 2025;5.524
87 años;41 Sevilla;Hombres;1 de octubre de 2025;1.951
87 años;41 Sevilla;Hombres;1 de julio de 2025;1.936
87 años;41 Sevilla;Hombres;1 de abril de 2025;1.938
87 años;41 Sevilla;Mujeres;1 de octubre de 2025;3.634
87 años;41 Sevilla;Mujeres;1 de julio de 2025;3.607
87 años;41 Sevilla;Mujeres;1 de abril de 2025;3.586
87 años;42 Soria;Total;1 de octubre de 2025;475
87 años;42 Soria;Total;1 de julio de 2025;488
87 años;42 Soria;Total;1 de abril de 2025;503
87 años;42 Soria;Hombres;1 de octubre de 2025;188
87 años;42 Soria;Hombres;1 de julio de 2025;192
87 años;42 Soria;Hombres;1 de abril de 2025;200
87 años;42 Soria;Mujeres;1 de octubre de 2025;287
87 años;42 Soria;Mujeres;1 de julio de 2025;296
87 años;42 Soria;Mujeres;1 de abril de 2025;303
87 años;43 Tarragona;Total;1 de octubre de 2025;2.710
87 años;43 Tarragona;Total;1 de julio de 2025;2.870
87 años;43 Tarragona;Total;1 de abril de 2025;3.035
87 años;43 Tarragona;Hombres;1 de octubre de 2025;1.068
87 años;43 Tarragona;Hombres;1 de julio de 2025;1.133
87 años;43 Tarragona;Hombres;1 de abril de 2025;1.203
87 años;43 Tarragona;Mujeres;1 de octubre de 2025;1.642
87 años;43 Tarragona;Mujeres;1 de julio de 2025;1.737
87 años;43 Tarragona;Mujeres;1 de abril de 2025;1.832
87 años;44 Teruel;Total;1 de octubre de 2025;647
87 años;44 Teruel;Total;1 de julio de 2025;694
87 años;44 Teruel;Total;1 de abril de 2025;743
87 años;44 Teruel;Hombres;1 de octubre de 2025;261
87 años;44 Teruel;Hombres;1 de julio de 2025;273
87 años;44 Teruel;Hombres;1 de abril de 2025;285
87 años;44 Teruel;Mujeres;1 de octubre de 2025;386
87 años;44 Teruel;Mujeres;1 de julio de 2025;421
87 años;44 Teruel;Mujeres;1 de abril de 2025;458
87 años;45 Toledo;Total;1 de octubre de 2025;2.551
87 años;45 Toledo;Total;1 de julio de 2025;2.670
87 años;45 Toledo;Total;1 de abril de 2025;2.802
87 años;45 Toledo;Hombres;1 de octubre de 2025;994
87 años;45 Toledo;Hombres;1 de julio de 2025;1.037
87 años;45 Toledo;Hombres;1 de abril de 2025;1.094
87 años;45 Toledo;Mujeres;1 de octubre de 2025;1.557
87 años;45 Toledo;Mujeres;1 de julio de 2025;1.633
87 años;45 Toledo;Mujeres;1 de abril de 2025;1.708
87 años;46 Valencia/València;Total;1 de octubre de 2025;9.629
87 años;46 Valencia/València;Total;1 de julio de 2025;9.866
87 años;46 Valencia/València;Total;1 de abril de 2025;10.100
87 años;46 Valencia/València;Hombres;1 de octubre de 2025;3.459
87 años;46 Valencia/València;Hombres;1 de julio de 2025;3.556
87 años;46 Valencia/València;Hombres;1 de abril de 2025;3.643
87 años;46 Valencia/València;Mujeres;1 de octubre de 2025;6.170
87 años;46 Valencia/València;Mujeres;1 de julio de 2025;6.310
87 años;46 Valencia/València;Mujeres;1 de abril de 2025;6.457
87 años;47 Valladolid;Total;1 de octubre de 2025;2.247
87 años;47 Valladolid;Total;1 de julio de 2025;2.284
87 años;47 Valladolid;Total;1 de abril de 2025;2.330
87 años;47 Valladolid;Hombres;1 de octubre de 2025;890
87 años;47 Valladolid;Hombres;1 de julio de 2025;892
87 años;47 Valladolid;Hombres;1 de abril de 2025;906
87 años;47 Valladolid;Mujeres;1 de octubre de 2025;1.357
87 años;47 Valladolid;Mujeres;1 de julio de 2025;1.392
87 años;47 Valladolid;Mujeres;1 de abril de 2025;1.424
87 años;49 Zamora;Total;1 de octubre de 2025;1.135
87 años;49 Zamora;Total;1 de julio de 2025;1.202
87 años;49 Zamora;Total;1 de abril de 2025;1.262
87 años;49 Zamora;Hombres;1 de octubre de 2025;430
87 años;49 Zamora;Hombres;1 de julio de 2025;469
87 años;49 Zamora;Hombres;1 de abril de 2025;499
87 años;49 Zamora;Mujeres;1 de octubre de 2025;705
87 años;49 Zamora;Mujeres;1 de julio de 2025;733
87 años;49 Zamora;Mujeres;1 de abril de 2025;763
87 años;50 Zaragoza;Total;1 de octubre de 2025;3.701
87 años;50 Zaragoza;Total;1 de julio de 2025;3.802
87 años;50 Zaragoza;Total;1 de abril de 2025;3.913
87 años;50 Zaragoza;Hombres;1 de octubre de 2025;1.378
87 años;50 Zaragoza;Hombres;1 de julio de 2025;1.388
87 años;50 Zaragoza;Hombres;1 de abril de 2025;1.404
87 años;50 Zaragoza;Mujeres;1 de octubre de 2025;2.323
